teacher,actor,text,Request (T),Action (S),intent,type,topic,coach_yn,step
272,Teacher,So I can see,,,,remark,1,0,3
272,Teacher,"That your answer reads, you need a scientific tool called a microscope to look really closely",,,110.1,remark,1,0,3
272,Farrah,"Yeah, exactly",,,110.1,response,1,0,3
272,Teacher, If you notice the word so you can explain,,,230.2,remark,1,0,3
272,Teacher,And where did you get that idea from within the text,,,230.2,remark,1,0,3
272,Teacher,Yes exactly where you found it,,,230.2,remark,1,0,3
272,Farrah, Some where they talk about how the waters microscopic,,,230.2,response,1,0,3
272,Farrah,"Yes, I found it in, in paragraph three on it",,,230.2,response,1,0,3
272,Teacher, Give me one second,,,,remark,1,0,3
272,Teacher, I'm gonna pull it up so I can look at it with you,,,,remark,1,0,3
272,Teacher,All right,,,,remark,1,0,3
272,Teacher,I can see this is that you're talking about the water they found is microscopic can you continue reading that paragraph,,,120.3,remark,1,0,3
272,Farrah,Okay,,,120.3,response,1,0,3
272,Farrah," Um, so the water they found is microscopic meaning you wouldn't be able to see if you were looking straight at it, you need a scientific tool called a microscope to look really closely",,,120.3,response,1,0,3
272,Teacher," And I love that answer, because I can see that you noticed that the sentence had a scientific tool in it",,,310.1,remark,1,0,3
272,Teacher,Very good,,,310.1,remark,1,0,3
272,Teacher,Right,,,,remark,1,0,3
272,Teacher,Was that a big clue for you,,,230.2,remark,1,0,3
272,Farrah,"Yeah, exactly",,,230.2,response,1,0,3
272,Farrah, I know that a microscope is a tool,,,230.2,response,1,0,3
272,Teacher, I want you,,,110.1,remark,1,0,3
272,Teacher,"Awesome, thank you for sharing",,,110.1,remark,1,0,3
272,Oliver,Teacher,,,110.1,response,1,0,3
272,Teacher,"Yes, one second",,,110.1,remark,1,0,3
272,Teacher, And I will be so happy to hear,,,110.1,remark,1,0,3
272,Teacher,So then I would love for you to go back to one and two,,,420.3,remark,1,0,3
272,Teacher, Let me just finish up with Farrah first,,,110.1,remark,1,0,3
272,Teacher,Look for cluse within the text that have a ding ding ding And I give you a signal for a scientific tool,,,420.3,remark,1,0,3
272,Farrah,"Okay, read and look for a signal",,,420.3,response,1,0,3
272,Teacher, So reread paragraphs one and two and look for other clues that have a hint towards scientific equipment,,,420.3,remark,1,0,3
272,Teacher, Okay,,,420.3,remark,1,0,3
272,Teacher, And it's okay for you to circle some words that might help,,,420.3,remark,1,0,3
272,Teacher,Yes,,,420.3,remark,1,0,3
272,Teacher," Yes, then",,,420.3,remark,1,0,3
272,Oliver,"Um, yeah, I'm really sorry, but it's time for us to go, actually, um, but I wanted to say I wish we'd all gotten to work with you and hear your, your individual on comments, cuz it sounded like you had a really good idea of how to help Farrah",,,420.3,response,1,0,3
272,Teacher,Yes,,,,remark,1,0,3
272,Teacher, And I'm hoping that we have more time to do so,,,,remark,1,0,3
272,Teacher, So I can help all the other students individually,,,,remark,1,0,3
272,Teacher,Including you Oliver,,,,remark,1,0,3
272,Farrah,Oh Hi Miss Teacher,,,,response,2,0,3
272,Farrah,We're back,,,,response,2,0,3
272,Teacher,How Are you,,,,remark,2,0,3
272,Farrah, We're excited to keep going,,,,response,2,0,3
272,Farrah,Great,,,,response,2,0,3
272,Teacher, Did you go back to your texts and reread paragraphs one and two?,,,150.1,remark,2,0,3
272,Teacher,"Okay, so we're going to continue right where we left off, Farrah",,,150.1,remark,2,0,3
272,Farrah,"Yes, I did",,,150.1,response,2,0,3
272,Teacher,"Okay, are you ready to share what you got what the new partner",,,150.1,remark,2,0,3
272,Farrah,"Well, I didn't work with a partner, yet I just rewrote it and I found that they talked about a machine",,,150.1,response,2,0,3
272,Teacher,Awesome,,,130.2,remark,2,0,3
272,Teacher," So you're going to share what you found with Chris and I'm going to work with Oliver independently, Luis you have a question",,,130.2,remark,2,0,3
272,Teacher, Okay,,,130.2,remark,2,0,3
272,Luis,"Yeah, I just want to remind you, my dad is actually an astronaut",,,130.2,response,2,0,3
272,Teacher,"So interesting, maybe you can use some of your background knowledge to add to your answer",,,110.3,remark,2,0,3
272,Luis,"Yeah, I can do that",,,110.3,response,2,0,3
272,Teacher,So we're it's 558 right now at six o'clock you guys,,,,remark,2,0,3
272,Teacher,You guys have until six o'clock to work with your partner,,,130.2,remark,2,0,3
272,Teacher,Are there any questions,,,150.1,remark,2,0,3
272,Oliver,"No, I think that sounds good",,,150.1,response,2,0,3
272,Teacher,"Oliver, can you read to me what your answer was to number one",,,120.4,remark,2,0,3
272,Oliver,Yeah,,,120.4,response,2,0,3
272,Oliver," Um, so my answer is the microscope",,,120.4,response,2,0,3
272,Teacher,Why is that your answer?,,,230.1,remark,2,0,3
272,Oliver,"Okay, well, um, it said a piece of equipment and a microscope is equipment and you need it to look at the water",,,230.1,response,2,0,3
272,Teacher,Excellent,,,110.1,remark,2,0,3
272,Teacher,"Well what paragraph, did you get that from?",,,230.2,remark,2,0,3
272,Teacher,I love how you identify the microscope as a scientific tool,,,310.1,remark,2,0,3
272,Teacher,"I would love if you could do the same for paragraph one and paragraph two,",,,120.1,remark,2,0,3
272,Teacher,Are you able to add to your Answer,,,150.1,remark,2,0,3
272,Oliver," I mean, I know what the microscope is a tool",,,150.1,response,2,0,3
272,Oliver,Not yet i'm i right now,,,150.1,response,2,0,3
272,Teacher,Do you think that there are more or different kinds of tools that scientists use on the moon,,,210.3,remark,2,0,3
272,Oliver,"Um, yeah",,,210.3,response,2,0,3
272,Oliver," Um, there's definitely other things like I was working with Luis, and he has had his answer was the oxygen tanks",,,210.3,response,2,0,3
272,Teacher,So did your original answer change in any way after working with Luis,,,210.3,remark,2,0,3
272,Oliver,"No, no, because, um, I don't really think the oxygen tanks have anything to do with discovering water",,,210.3,response,2,0,3
272,Teacher, And why not,,,230.1,remark,2,0,3
272,Teacher,Okay,,,230.1,remark,2,0,3
272,Oliver,"Well, you don't use them for discovering you just use them for breathing",,,230.1,response,2,0,3
272,Teacher,Can you reread the question to me,,,120.3,remark,2,0,3
272,Oliver, On what equipment did scientists use to discover water on the mound,,,120.3,response,2,0,3
272,Oliver,Yeah,,,120.3,response,2,0,3
272,Teacher,"I want you to think of how, what is the processes that scientists go through to get to the moon",,,210.4,remark,2,0,3
272,Teacher,What,,,,remark,2,0,3
272,Oliver,"Oh, what were you saying",,,,response,2,0,3
272,Teacher,Once scientists are on the moon,,,210.4,remark,2,0,3
272,Teacher, They use more equipment even more to make more discoveries,,,210.4,remark,2,0,3
272,Teacher,So I want you to think of what a scientist does throughout all of the processes,,,210.4,remark,2,0,3
272,Teacher, He uses,,,210.4,remark,2,0,3
272,Teacher,And think of what different kinds of tools,,,210.4,remark,2,0,3
272,Oliver, You want me to take some time and think about it or just try to tell you right now,,,210.4,response,2,0,3
272,Oliver,Okay,,,210.4,response,2,0,3
272,Teacher,"You can brainstorm independently and then go back to text paragraphs one and paragraph two,",,,420.3,remark,2,0,3
272,Teacher,And see if you can find more tools at the scientists use,,,420.3,remark,2,0,3
272,Chris,Isn't my turn,,,420.3,response,2,0,3
272,Teacher,Who's asking that,,,,remark,2,0,3
272,Chris,Chris,,,,response,2,0,3
272,Chris," Chris, I figured I was next",,,,response,2,0,3
272,Chris," Oh, sorry",,,,response,2,0,3
272,Teacher,Chris,,,110.1,remark,2,0,3
272,Teacher, Okay,,,110.1,remark,2,0,3
272,Teacher, I'm going to work with you independently in one minute,,,110.1,remark,2,0,3
272,Chris,Okay,,,110.1,response,2,0,3
272,Teacher,"Well, let me just review, do you want to share something",,,120.4,remark,2,0,3
272,Chris,Sure,,,120.4,response,2,0,3
272,Chris," So I know that scientists, they use a lot of equipment like oxygen tanks and masks and suits and that connects to what Oliver was just talking about",,,,response,2,0,3
272,Chris,So I went to NASA,,,,response,2,0,3
272,Chris, So I wanted to share it,,,,response,2,0,3
272,Teacher,Excellent,,,420.2,remark,2,0,3
272,Teacher, And you can do that independently right now,,,420.2,remark,2,0,3
272,Teacher, So you can add that to your answer,,,420.2,remark,2,0,3
272,Teacher, Luis,,,150.1,remark,2,0,3
272,Teacher, Then I'm going to work with you,,,150.1,remark,2,0,3
272,Teacher,Thank you for asking,,,150.1,remark,2,0,3
272,Luis,Sweet,,,150.1,response,2,0,3
272,Teacher,"Oliver, you can go with who doesn't have a partner right now",,,130.2,remark,2,0,3
272,Luis, It must be Farrah,,,130.2,response,2,0,3
272,Luis,"Oh, it must be",,,130.2,response,2,0,3
272,Teacher,Oliver and Jazmin should be working together,,,130.2,remark,2,0,3
272,Luis,"Oh, so it's Chris and so I don't know",,,130.2,response,2,0,3
272,Teacher,"Okay Luis I'll work with you, independently, Luis, what was your answer to the question",,,120.4,remark,2,0,3
272,Luis,"Okay, it was, um, scientists use a lot of equipment like oxygen tanks",,,120.4,response,2,0,3
272,Teacher,Excellent,,,230.1,remark,2,0,3
272,Teacher, And what did you did you work with your partner just now,,,230.1,remark,2,0,3
272,Luis," He said he thought my answer was wrong, but I definitely don't agree",,,230.1,response,2,0,3
272,Luis,"Um, yeah, it was Oliver",,,230.1,response,2,0,3
272,Teacher,Why not,,,230.1,remark,2,0,3
272,Luis,"Well, if there's astronauts on the moon",,,230.1,response,2,0,3
272,Luis, They need oxygen tanks,,,230.1,response,2,0,3
272,Teacher,I agree,,,110.1,remark,2,0,3
272,Teacher,Oliver have a different tool that he found,,,120.4,remark,2,0,3
272,Luis,"Yeah, the microscope",,,120.4,response,2,0,3
272,Teacher,You agree with that,,,130.2,remark,2,0,3
272,Luis,"Um, now I mean, maybe they used it, but it sounded more like it was kind of like after after they found the water than they had to like study it",,,130.2,response,2,0,3
272,Luis," But, um, I think that that oxygen tanks are probably more important",,,130.2,response,2,0,3
272,Luis, Okay,,,130.2,response,2,0,3
272,Teacher,Can you reread the question to me,,,120.3,remark,2,0,3
272,Luis, What equipment did scientists to us to discover water on the moon,,,120.3,response,2,0,3
272,Luis,Yeah,,,120.3,response,2,0,3
272,Teacher,Excellent,,,,remark,2,0,3
272,Teacher, So the question asks,,,,remark,2,0,3
272,Teacher,"What equipment it scientists used to discover water on the moon, not which equipment was more important",,,210.2,remark,2,0,3
272,Teacher,So I work from all the different students that each student found a different tool to use,,,230.3,remark,2,0,3
272,Teacher, We all have different ideas and together we can put our ideas and put our ideas together and have a whole list of tools that help scientists discover the water on the moon,,,150.1,remark,2,0,3
272,Teacher,"Right, and no student is wrong",,,150.1,remark,2,0,3
272,Teacher,Even I want you to go back to the text and reread pragraphs one and three,,,120.3,remark,2,0,3
272,Teacher,And find different tools that scientists use you can circle hints or I guess I can help you,,,420.3,remark,2,0,3
272,Teacher,Yeah,,,,remark,2,0,3
272,Oliver,"Oh yeah nice Teacher, I just looked at the clock and it's time for us to go to lunch, but, um, I wanted to say, having us and listen to each other's answers was really interesting",,,,response,2,0,3
272,Oliver,"Because like you said, it sounds like there's a lot of different tools, the astronauts use",,,,response,2,0,3
272,Oliver, It was really fun to hear all about them,,,,response,2,0,3
272,Teacher,Excellent,,,,remark,2,0,3
272,Teacher, I'm happy that you were able to add to your answer and make some changes,,,,remark,2,0,3
273,Teacher,Thanks,,,,remark,0,1,3
273,Teacher,Hello friends,,,,remark,0,1,3
273,Farrah,Hi,,,,response,0,1,3
273,Farrah, Nice to see you,,,,response,0,1,3
273,Farrah, Hi,,,,response,0,1,3
273,Teacher,Good to see you too,,,150.1,remark,0,1,3
273,Teacher, I think that we should talk about our answers and relating to the text that we just read because I'm on getting the idea that you  May not have completely understood the equipment that was used to find that water on the moon,,,150.1,remark,0,1,3
273,Teacher,Teacher:Farrah,,,120.4,remark,0,1,3
273,Teacher, Can you tell me what you what you thought,,,120.4,remark,0,1,3
273,Luis, Excuse me,,,120.4,response,0,1,3
273,Luis, This is Luis,,,120.4,response,0,1,3
273,Luis, Excuse me,,,120.4,response,0,1,3
273,Luis,I'm,,,120.4,response,0,1,3
273,Teacher,"Hi, Luis",,,,remark,0,1,3
273,Teacher,"Um, yeah, I should be in this group, I already know all about space",,,,remark,0,1,3
273,Teacher,"But there's a certain Tool and I want us to go back in the text and find where it says, um, that we use a certain that scientists use a certain tool or a piece of equipment, um, to investigate the water on the moon",,,210.4,remark,0,1,3
