intent,actor,keys,trigger,text
310.1,Farrah,"says,need,scientific,tool,called,microscope,look,very,closely,also,here,third,paragraph,where,farrah,could,have,answer"," It says you need a scientific tool called a microscope to look very closely And it also does say in here in the third paragraph  I'm and I see where Farrah could have got her answer ","Yeah, yeah, that's where I got mine from"
310.1,Jazmin,"machine,called,lunar,orbiter,jazmin,good,remembering,that,small,machine,couldn't,when,couldn't,quite,remember,what,name,like,went,back,your,text,read,information,sometimes,read,things,quite,absorb,everything,it's,always,good,idea,back,reread,your,text,underline,important,information,details,that,help,answer,questions,about,afterwards,keep,that,knowledge,like,everyone,reading,their,text,finding,details,reading,great,guys"," It was a machine called a lunar orbiter and Jazmin did a good job, remembering that it was a small machine And she couldn't when you couldn't quite remember what the name of it was  I like how you went back to your text and re read the information Sometimes we can read things, but not quite absorb everything  So it's always get a good idea to go back and reread your text underline important information and details that can help you answer questions about it afterwards and keep that knowledge with you  I like how everyone is reading their text and finding the details in the reading So great job, guys ",So my answer was sort of right and sort of wrong
310.1,Jazmin,,," Like when I said like NASA used a small machine like the initial one was was not quite right, because I didn't say orbiters right?"
310.1,Jazmin,"weren't,wrong,going,back,rereading,able,identify,what,exact,name,that,machine,right,answer,like,went,back,read,your,text,offered,more,accurate,details"," So you weren't wrong, but by going back and rereading you are able to identify what the exact name of that machine was It was the right answer, but I like how you went back and read your text and offered more accurate details "," I just wanted to thank you for working with us"
310.1,Jazmin,,," And particularly, I wanted to thank you for correcting me to look more closely at the work and really valuing the thinking that I was because I was thinking about it, but I guess I didn't really realize how much was the complete answer that you really like helped me to see like how to look to see the text and how to really get a more complete answer"
310.1,Jazmin,,," That was really cool"
310.1,Jazmin,,,"Gotcha, well we have to go to Lunch"
310.1,Chris,"lunar,orbiter,consent,remind,what,lunar,rover,important,that,very,good,answer,remember,your,text,you're,elaborated,restating,question,chris,want,something","The Lunar Orbiter consent by you remind me what why the lunar rover is so important That is a very good answer  You remember from your text and you're elaborated by restating the question  Chris, did you want to add something ","Well, I was gonna say lunar orbiter as well and I changed my because you asked us to look at the text and not like necessarily background"
310.1,Chris,,," Now even though I know that, like they use lots of other stuff"
310.1,Farrah,"microscope,actually,find,water,exactly,would,that,because,does,water,microscopic,would,need,microscope,would,microscope","But did the microscope actually find the water? I can see exactly why you would say that because it does say the water is microscopic and you would need to see a microscope, you would use a microscope to see it ","Oh,"
310.1,Chris,"okay,what,you're,thinking,awesome,using,evidence,text,well","Okay, I see what you're thinking too so awesome job using evidence from the text as well ","Um, yeah"
310.1,Chris,,," So I just basically was just thinking also that"
310.1,Farrah,"good,thinking,because,talking,about,water,talking,about,moon,there,more"," Good thinking, because we are talking about water  We are talking about the moon, but there are a few more ",Okay
310.1,Farrah,,," It's important one"
310.1,Farrah,,," I think my answer"
310.1,Farrah,,," I chose I'm valuable"
310.1,Jazmin,"you're,right,then,also,luis,also,explain,hydrogen,oxygen,split,guys,given,good,details,want,give,like,question,think,that,valuable,your,details,together,valuable,because,they,surviving,guys,given,good,details,that,they,rocket,fuel,split,apart"," And you're right, and then also Luis also explain how the hydrogen oxygen can be split So you guys are all given really good details But we want to say give like an a yes or no question  If you think that it is valuable and all of your details put together does say yes it is valuable because they can use it for surviving So you guys are given really good details for that They can use it for rocket fuel, it can be split apart ",So my answer is right?
310.1,Oliver,"that's,only,thing,would,have,done,mean,question,just,gave,like,broken,down,were,reading,grading,question,want,know,what's,valuable,about,water,being,able,broken,down,think,that,pretty,good,complete,answer,because,gave,value,think,that,jazmin's,answer,saidyeah,because,they,drink,water,they,stay,hydrated,that's,only,thing,would,your,answer,gave,could,valuable,maybe,much,used,water,water,could,used","That's the only thing I would have done I mean, the question was really yes or no and you just gave like yes, it can be broken down  And if I were reading it Or grading the question I'd want to know what's valuable about the water being able to be broken down  I think that was a pretty good and complete answer because she gave the value But I think that Jazmin's answer, And she said,Yeah, because they can drink the water and they can stay hydrated  So that's the only thing I would add to your answer and you gave it how it could be valuable, but maybe not so much how it was used Of the water and how the water could be used ","Okay, okay"
